SiteInfor,Country,Latitude,Longitude,Elevation,MAT,MAP,ClimateType,SamplingDepth,SamplingThickness,SandPerc,SiltPerc,ClayPerc,Texture,SoilpH,CoverCrop,CoverCropGroup,GrainCrop,GrainCropGroup,Tillage_C,Tillage_T,Fertilization_C,Fertilization_T,Conservation_Type,ControlDescription,Yield_C,Yield_T,Weed_C,Weed_T
" Beltsville, Maryland",USA,39.03,-76.91,34.6,,,,0-to-15,15,73,17,,Sandy loam,,Vetch,Legume,Tomato,Vegetable,,,Lime and nutrients were applied,Lime and nutrients were applied,CC,Bare,88000,92200,,
" Beltsville, Maryland",USA,39.03,-76.91,34.6,,,,0-to-15,15,73,17,,Sandy loam,,Vetch_roots,Legume,Tomato,Vegetable,,,Lime and nutrients were applied,Lime and nutrients were applied,CC,Bare,88000,80200,,
" Beltsville, Maryland",USA,39.03,-76.91,34.6,,,,0-to-15,15,73,17,,Sandy loam,,Vetch_shoots,Legume,Tomato,Vegetable,,,Lime and nutrients were applied,Lime and nutrients were applied,CC,Bare,88000,93000,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,850,940,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1030,990,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1080,1190,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,960,840,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,930,870,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1010,890,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1010,1080,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1100,810,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1080,920,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,810,990,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1060,970,,
Darlington  County  South  Carolina,USA,34.36,-80.01,61.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1140,1020,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2060,1600,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,,,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2000,1680,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1860,1890,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1900,1930,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2050,2090,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2000,1900,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1980,1910,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2270,2120,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Coker,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,1950,1920,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Bragg,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2140,2020,,
Florence  of  South  Carolina,USA,34.2,-79.76,44.3,,,,0-to-15,15,,,,Loamy sand,,Rye,Rye,Soybean_Ransom,Soybean,Conventional tillage,Standing residues ,Lime and nutrients were applied,Lime and nutrients were applied,CC-NT,,2170,2000,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,24 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Sweetclover,Legume,Spring_wheat,Wheat,,,24 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,24 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,0 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,6 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Indian Head,  Saskatchewan",USA,50.53,-103.67,579.1,,,,0-to-15,15,16.3,20.6,,Clay,,Alfalfa/bromegrass,LG,Spring_wheat,Wheat,,,24 kg N per ha,0 kg N per ha,CC,Fallow,,,,
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,309,584
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,196,584
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,569,584
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,309,153
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,196,153
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,569,153
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Winter_wheat,Grass,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,309,274
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Winter_wheat,Grass,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,196,274
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Winter_wheat,Grass,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,569,274
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,309,286
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,196,286
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,569,286
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,309,172
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,196,172
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,569,172
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,589,1689
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,944,1689
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,404,1689
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,589,75
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,944,75
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,404,75
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,589,460
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,944,460
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,404,460
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,589,297
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,944,297
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,404,297
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,589,342
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,944,342
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,404,342
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,796,2436
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1738,2436
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch,Legume,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1677,2436
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,796,640
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1738,640
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Rye_Winter,Rye,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1677,640
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Winter_wheat,Grass,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,796,800
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Winter_wheat,Grass,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1738,800
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Winter_wheat,Grass,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1677,800
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,796,717
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1738,717
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1677,717
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,796,991
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1738,991
"Dickinson, North Dakota",USA,46.88,-102.79,735.8,,,,Not-available,Not-available,,,,Loam,,Vetch/Rye,LG,Vegetable,Vegetable,No-tillage,No-tillage,,,CC-NT,Fallow,,,1677,991
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,0-to-10,10,,,,Silt loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,71 kg N per ha,71 kg N per ha,CC-NT,,11510,12200,99,13
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,0-to-10,10,,,,Silt loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,71 kg N per ha,71 kg N per ha,CC-NT,,11400,11870,4,15
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,0-to-10,10,,,,Silt loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,71 kg N per ha,71 kg N per ha,CC-NT,,7550,8710,25,28
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,0-to-10,10,,,,Silt loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,71 kg N per ha,71 kg N per ha,CC-NT,,8970,7660,25,30
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,0-to-10,10,,,,Silt loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,71 kg N per ha,71 kg N per ha,CC-NT,,9940,9970,88,89
"Rock Springs, Center County, PA",USA,40.73,-77.95,375.2,,,,0-to-10,10,,,,Silt loam,,Rye,Rye,Corn,Corn,No-tillage,No-tillage,71 kg N per ha,71 kg N per ha,CC-NT,,8810,9690,118,76
Virginia Tech Whitethorne Research Farm ,USA,37.2,-80.56,505,,,,0-to-15,15,,,,Silt loam,,Rye/Desiccated,Rye,Vegetable,Vegetable,Tilled to 0.3m,Tilled to 0.3m,Fertilized,Fertilized,CC,Fallow with herbicide,,,,
Virginia Tech Whitethorne Research Farm ,USA,37.2,-80.56,505,,,,0-to-15,15,,,,Silt loam,,Rye/Live_crop,Rye,Vegetable,Vegetable,Tilled to 0.3m,Tilled to 0.3m,Fertilized,Fertilized,CC,Fallow with herbicide,,,,
Virginia Tech Whitethorne Research Farm ,USA,37.2,-80.56,505,,,,0-to-15,15,,,,Silt loam,,Rye/Residue_removed,Rye,Vegetable,Vegetable,Tilled to 0.3m,Tilled to 0.3m,Fertilized,Fertilized,CC,Fallow with herbicide,,,,
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,Sunn_hemp,Legume,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,6876,2820.6,3011.35
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,soybean,Legume,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,6678,2820.6,2322.32
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,red_clover,Legume,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,9653,2820.6,992.58
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,Vetch,Legume,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,9884,2820.6,236.61
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,Forage_radish,Brassica,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,8033,2820.6,2225.16
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,Oat,Grass,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,8033,2820.6,541.59
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,Canola,Brassica,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,7372,2820.6,129.89
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,Rye,Rye,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,4876,2820.6,33.74
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,FR/OA/FM/SS,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,7702,2820.6,444.43
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,CA/CR/BA/RG,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,5917,2820.6,13.61
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,FR/OA/CA/CR,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,6645,2820.6,22.66
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,SH/SB/FR/OA,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,7636,2820.6,672.42
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,RC/HV/CA/CR,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,9289,2820.6,21.63
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,SH/SB/CA/CR,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,5818,2820.6,11.57
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,RC/HV/FR/OA,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,10281,2820.6,20.62
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,8CCa,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,6975,9884,2820.6,10
"Larson Agricultural Research Center, Rock Springs, PA",USA,40.72,-77.92,350,,975,,0-to-30,30,,,,Silt loam,,8CCb,Mixed,Corn,CO,,, 150 kg N per ha, 150 kg N per ha,CC,No cover crop,,,2820.6,10
